,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
86,2019-08-30,179.8154684954819,159.31218846165538,183.71637036740063,179.8154684954819,179.8154684954819,-8.676903129309865,-8.676903129309865,-8.676903129309865,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142423146,-2.7481718142423146,-2.7481718142423146,-1.3533297222085117,-1.3533297222085117,-1.3533297222085117,0.0,0.0,0.0,171.13856536617203
87,2019-09-06,179.0576913020969,162.15020494967064,186.17906166931212,179.0576913020969,179.0576913020969,-5.549022376329514,-5.549022376329514,-5.549022376329514,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142421028,-2.7481718142421028,-2.7481718142421028,1.7745510307716268,1.7745510307716268,1.7745510307716268,0.0,0.0,0.0,173.5086689257674
88,2019-09-13,178.29991410871187,162.4368112285133,185.91657973471862,178.29991410871187,178.29991410871187,-4.563798975353089,-4.563798975353089,-4.563798975353089,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814241891,-2.748171814241891,-2.748171814241891,2.75977443174784,2.75977443174784,2.75977443174784,0.0,0.0,0.0,173.7361151333588
89,2019-09-20,177.54213691532686,160.50543990931692,184.17996347125356,177.54213691532686,177.54213691532686,-5.606545782085525,-5.606545782085525,-5.606545782085525,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142416787,-2.7481718142416787,-2.7481718142416787,1.7170276250151915,1.7170276250151915,1.7170276250151915,0.0,0.0,0.0,171.93559113324133
90,2019-09-27,176.78435972194185,157.60928246051643,182.1127329898984,176.78435972194185,176.78435972194185,-7.2380251715064885,-7.2380251715064885,-7.2380251715064885,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814241821,-2.748171814241821,-2.748171814241821,0.08554823559437028,0.08554823559437028,0.08554823559437028,0.0,0.0,0.0,169.54633455043538
91,2019-10-04,176.02658255022766,155.18730687076385,179.59369138351332,176.02658255022766,176.02658255022766,-8.498196775721865,-8.498196775721865,-8.498196775721865,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242225,-2.748171814242225,-2.748171814242225,-1.1746233686206027,-1.1746233686206027,-1.1746233686206027,0.0,0.0,0.0,167.5283857745058
92,2019-10-11,175.2688053785135,153.82062893162467,177.31483537118925,175.2688053785135,175.2688053785135,-9.583292156745493,-9.583292156745493,-9.583292156745493,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242367,-2.748171814242367,-2.748171814242367,-2.259718749644087,-2.259718749644087,-2.259718749644087,0.0,0.0,0.0,165.685513221768
93,2019-10-18,174.5110282067993,152.98028928811743,176.45121650428501,174.5110282067993,174.5110282067993,-10.811160093747535,-10.811160093747535,-10.811160093747535,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814243125,-2.748171814243125,-2.748171814243125,-3.4875866866453706,-3.4875866866453706,-3.4875866866453706,0.0,0.0,0.0,163.69986811305176
94,2019-10-25,173.75325103508513,151.16271026436885,173.63559060449603,173.75325103508513,173.75325103508513,-11.520665477225974,-11.520665477225974,-11.520665477225974,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142429132,-2.7481718142429132,-2.7481718142429132,-4.197092070124022,-4.197092070124022,-4.197092070124022,0.0,0.0,0.0,162.23258555785915
95,2019-11-01,172.99547386337093,149.5486691841394,175.28877926373923,172.99547386337093,172.99547386337093,-10.530362284269465,-10.530362284269465,-10.530362284269465,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242701,-2.748171814242701,-2.748171814242701,-3.206788877167724,-3.206788877167724,-3.206788877167724,0.0,0.0,0.0,162.46511157910146
