,Unnamed: 0,ticker,MSE,MAE,MAPE,last_price,3_month_yhat,interval,interval_perc,3_month_perc_change,MAPE_Score,interval_perc_Score,3_month_perc_change_Score,Strategy_Score
60,60,MS,65.86714193724067,7.498477937820392,13.9382775271891,99.79,124.2023263806522,10.10189200298352,0.0813,0.2446,-3,-1,4,1
61,61,NEE,1001.5028152689632,27.80518729610197,17.60071039139349,84.76,-31.749982124183703,83.20394935619058,-2.6206,-1.3746,-4,-1,1,-3
62,62,NKE,34.77323304365509,5.154821987229682,7.342445588031586,175.44,184.8617327627824,17.53917197021471,0.0949,0.0537,-2,-2,2,0
63,63,NVDA,9440.063032988017,88.88135257609328,37.04893843102258,298.01,502.7260459152312,309.83750120002424,0.6163,0.6869,-4,-4,4,0
64,64,OXY,510.9851798133281,17.824753909514104,25.279485827548022,33.75,42.15015869258692,11.373974153570202,0.2698,0.2489,-4,-4,4,0
65,65,ORCL,38.81627228060346,4.618859120072959,9.302389404049018,95.63,103.2512873369338,5.415833700632589,0.0525,0.0797,-2,-1,2,0
66,66,PYPL,114.75532609023368,9.301007931047824,11.405395680216992,228.22,293.3746303667381,25.65876318946374,0.0875,0.2855,-3,-2,4,1
67,67,PEP,257.815039241591,12.796598239969562,11.338475197102088,164.31,160.80362850461304,11.072373595994748,0.0689,-0.0213,-3,-1,1,-2
68,68,PFE,67.51636868919158,8.114740998136751,22.37818419073526,43.85,46.902542900181,5.145135397470561,0.1097,0.0696,-4,-2,2,-2
69,69,PM,171.2207699569896,10.462122950685384,10.455840968186868,93.72,109.82000530815662,13.367842198139767,0.1217,0.1718,-3,-3,4,1
70,70,PG,665.3473376088543,23.230893225536555,28.740923876764885,145.32,141.69624177915117,9.036880958942618,0.0638,-0.0249,-4,-1,1,-3
71,71,QCOM,200.96948397652704,12.570332551898352,20.655862206781883,156.11,138.01557698150663,20.88414323506639,0.1513,-0.1159,-4,-3,1,-3
72,72,SLB,42.23990414981657,5.939486168473197,8.545555561583448,28.88,36.85699018573293,12.14201485654756,0.3294,0.2762,-2,-4,4,2
73,73,SPG,1244.7186456537745,32.593879589803834,20.53934670531424,165.71,183.53925133240537,31.0268443018598,0.169,0.1076,-4,-4,2,-2
74,74,SO,48.04008005951077,6.669918007711506,14.774802818445748,62.5,71.0726381420255,7.478935660834409,0.1052,0.1372,-3,-2,3,0
75,75,SBUX,396.1746310344793,17.765981608007866,30.861593948716354,112.16,123.77674462278829,11.090515237511482,0.0896,0.1036,-4,-2,2,-2
76,76,TGT,116.82777521068112,9.824682131222684,13.356683246098957,260.44,289.29756390894806,24.04345883579981,0.0831,0.1108,-3,-1,2,-1
77,77,TXN,273.77417648500654,15.431138906491013,13.973495897780976,191.11,207.05183719110795,15.646103173814396,0.0756,0.0834,-3,-1,2,-1
78,78,ALL,86.89294447747368,7.3630763348192625,7.567811052462687,117.1,149.30216526272088,19.039623460783982,0.1275,0.275,-2,-3,4,2
79,79,BA,1475.5517347205969,31.215958206035054,9.230484174003802,213.03,281.07797922931826,95.11534914330244,0.3384,0.3194,-2,-4,4,2
80,80,KO,12.33581303787754,2.9173596734400813,6.521741900814241,56.6,60.12352931121267,6.17933379783895,0.1028,0.0623,-2,-2,2,0
81,81,DOW,16.093261545181626,3.2003607060320074,6.138494927342318,57.17,66.92560626559958,11.098878764914616,0.1658,0.1706,-2,-4,3,1
82,82,GS,959.06686869304,27.761898682026757,11.042483502403266,408.07,493.2112570201932,48.05928183945787,0.0974,0.2086,-3,-2,4,1
83,83,KHC,114.9992495398873,9.83707549741328,15.728944125198122,37.19,42.01746343082007,5.850777369893528,0.1392,0.1298,-4,-3,3,-1
84,84,UNP,128.3711417538108,9.706203540010414,7.157786801182484,237.2,247.8690188405012,29.168222061992253,0.1177,0.045,-2,-3,2,0
85,85,UPS,239.7867365094874,12.932753884986328,10.997112742045942,210.72,219.20361349918937,30.5816637452796,0.1395,0.0403,-3,-3,2,-1
